site,course_description,course_name,course_section,course_section_credit,course_section_start,course_section_end,school,course_id,institution
www.pratt.edu,"Online success relies heavily on a brand\'s ability to drive traffic to its site. Focus on how to drive traffic through search engine optimization to gain an organic audience. Review online advertising opportunities, including cost per click, cost per thousand, and others. Examine various providers, and gain an understanding of how search engines, social media networks, media sites, and ad networks differ in terms of structure, and the roles each plays in the development of online advertising. Additionally, explore other means of creative advertising and driving traffic. Examine search engine optimization (SEO); understanding online advertising (paid traffic); using Google AdWords to place ads; using Yahoo! and Bing to place ads; other methods of placing online ads; and case studies: some of the best ads on the Web.",Online Marketing I: Driving Non-Social Traffic,,,,,Continuing &; Prof Studies,PMSM-202,Pratt Institutions
www.pratt.edu,"Marketers are faced with multiple options for outreach, ranging from online advertising and public relations to blogger outreach and social networks. You will receive a complete overview and understanding of the social media landscape: what it is, how it works, where it came from, and the reasons behind its rapid growth. Examine methods for developing successful online brand-building and marketing strategies. Focus on the opportunities for generating online revenue to enhance an existing busi ness or launch a new one, and examine options including ecommerce, selling advertising, affiliate programs, content syndication, and more. Learn how these methods are set up, potential pitfalls, price points, and marketing.",Get in the Biz: Introduction to the Landscape and Generating Revenue,,,,,Continuing &; Prof Studies,PMSM-201,Pratt Institutions
www.pratt.edu,"This is the second course in a two-course series beginning with the prerequisite ENGL-100. ENGL-102 students continue to build academic and critical skills through work with literary, critical, and visual texts both in the traditional genres of poetry and drama and in the recent ones of hypertext and performance.  Through frequent writing based upon the readings, successful students improve their written expression and lay the foundation of academic composition.  This course meets the requirement of HMS 103A.  Students must receive a grade of C or higher to have successfully passed this course.  ENGL-100 and ENGL-102 are prerequisite for all Liberal Arts courses.",17/SU - Literary and Critical Studies for International Students II,ENGL-102-01,3.00000,May 15 2017 ,Jun 16 2017  ,School of School of Liberal Arts &; Sci,ENGL-102,Pratt Institutions
www.pratt.edu,"This is a text-based writing course open to international undergraduate students, featuring the study of cross-cultural essays and short fiction.  ENGL-100, taken in place of HMS-101A, places an emphasis on providing enhanced cultural familiarity while improving the oral and composition skills of speakers and writers whose first language is not English.  Students receiving a C grade or higher in ENGL-100 go on to ENGL-102.",17/SU - Introduction to Literary & Critical Studies for International Students,ENGL-100-01,3.00000,May 15 2017 ,Jun 16 2017  ,School of School of Liberal Arts &; Sci,ENGL-100,Pratt Institutions
www.pratt.edu,The purpose of this independent study course is to provide international students English language instructional options outside the realm of a standard classroom.,17/SP - Special Topics,ENGL-098-01,0.00000,Jan 17 2017 ,May 12 2017  ,School of School of Liberal Arts &; Sci,ENGL-098,Pratt Institutions
www.pratt.edu,"The Intensive English Program accommodates those international students who have yet to satisfy Pratt\'s Intensive English requirement. Classes of no more than 12 students each emphasize listening and reading comprehension skills through methods and materials that complement students\' artistic and academic careers. Students are encouraged to utilize the state-of-the-art computerized Language Resource Center for additional practice, and the Writing and Tutorial Center for one-on-one tutoring and conversation practice. The course is developmental in nature and is not offered for academic credit.",17/SP - Intensive English Program,ENGL-097-24,0.00000,Jan 17 2017 ,May 12 2017  ,School of School of Liberal Arts &; Sci,ENGL-097,Pratt Institutions
www.pratt.edu,"Provides specific English language skills strategies to Certificate of English Proficiency (CEP) program students in order for them to write effectively for college-level courses, including graduate (MFA) thesis preparation and completion.",Art/Self/College Writer,,,,,School of School of Liberal Arts &; Sci,ENGL-086,Pratt Institutions
www.pratt.edu,Provides specific English language skills instruction to Certificate of English Proficiency (CEP) program students who wish to understand the relationship between that which is seen (visual) and that which is spoken or written (verbal).,Visual /Verbal,,,,,School of School of Liberal Arts &; Sci,ENGL-084,Pratt Institutions
www.pratt.edu,Provides specific English language skills strategies to Certificate of English Proficiency (CEP) program students in order for them to succeed in lecture and studio classes.,"Reading, Notetaking, Study Skills",,,,,School of School of Liberal Arts &; Sci,ENGL-085,Pratt Institutions
www.pratt.edu,"Provides integrated English language skills instruction to Certificate of English Proficiency (CEP) program students, with a focus on reading skills and academic preparation.",17/SP - Integrated Skills: Reading Focus,ENGL-087-01,0.00000,Jan 17 2017 ,May 12 2017  ,School of School of Liberal Arts &; Sci,ENGL-087,Pratt Institutions
